Word,Male/MW,Female/MW,LogOdds
treats,25,67,-2.275
march,121,222,-2.273
oklahoma,241,400,-2.273
now,22943,30151,-2.270
pool,337,538,-2.270
calming,4,25,-2.269
elliptical,4,25,-2.269
juliet,2,20,-2.269
kristin,4,25,-2.269
nasal,8,34,-2.268
salon,17,52,-2.264
plain,78,155,-2.263
emailed,52,113,-2.261
booking,9,36,-2.260
brought,637,958,-2.256
dads,15,48,-2.255
insurance,430,669,-2.255
andrea,10,38,-2.254
belonged,10,38,-2.254
m._s.,10,38,-2.254
authentic,14,46,-2.252
congratulations,132,238,-2.252
flown,189,323,-2.251
candle,12,42,-2.250
matching,13,44,-2.250
figurines,1,17,-2.247
grandbabies,1,17,-2.247
patch,42,96,-2.247
uncovered,1,17,-2.247
classroom,291,471,-2.246
principal,51,111,-2.246
nasty,198,336,-2.245
alike,27,70,-2.244
ruben,5,27,-2.244
swears,5,27,-2.244
'll,12435,16498,-2.241
blume,0,14,-2.241
brussels,0,14,-2.241
cd-rom,0,14,-2.241
chrissie,0,14,-2.241
crabby,0,14,-2.241
flue,0,14,-2.241
mimi,0,14,-2.241
pastries,0,14,-2.241
trudy,0,14,-2.241
siamese,38,89,-2.237
picky,53,114,-2.234
received,71,143,-2.231
wendy,30,75,-2.229
amber,3,22,-2.227
marlene,3,22,-2.227
natalie,3,22,-2.227
pals,6,29,-2.225
readers,6,29,-2.225
toned,6,29,-2.225
gracious,25,66,-2.222
schooled,25,66,-2.222
start,3572,4891,-2.222
paint,82,160,-2.217
sundays,49,107,-2.217
allergic,173,298,-2.216
trainer,46,102,-2.216
would've,377,592,-2.215
yours,320,511,-2.215
ohio,541,822,-2.214
gardens,18,53,-2.213
painted,18,53,-2.213
rink,18,53,-2.213
assign,7,31,-2.210
connie,7,31,-2.210
allergies,373,586,-2.209
harry,145,256,-2.207
rounded,17,51,-2.206
breakfast,110,203,-2.205
vet,112,206,-2.203
bachelor,248,407,-2.201
twin,114,209,-2.201
turn,1120,1615,-2.199
feels,322,513,-2.197
evenings,35,83,-2.196
ribbons,4,24,-2.195
tease,15,47,-2.195
outlet,27,69,-2.193
rita,9,35,-2.193
stricter,27,69,-2.193
bethany,2,19,-2.191
brunette,2,19,-2.191
esther,2,19,-2.191
hallmark,14,45,-2.191
juanita,2,19,-2.191
lancaster,22,60,-2.191
sizes,22,60,-2.191
supper,22,60,-2.191
swearing,14,45,-2.191
walgreen,2,19,-2.191
checking,216,360,-2.188
roses,13,43,-2.188
spelling,41,93,-2.188
donuts,11,39,-2.187
hershey,12,41,-2.187
disabled,89,170,-2.184
stand,812,1194,-2.184
birthdays,34,81,-2.183
mad,319,508,-2.183
looting,21,58,-2.181
butt,125,225,-2.180
happened,2751,3797,-2.179
romance,30,74,-2.179
crossword,5,26,-2.170
picnics,5,26,-2.170
shelter,79,154,-2.170
anniversary,67,135,-2.169
rated,62,127,-2.169
smokes,120,217,-2.167
colors,74,146,-2.166
digs,1,16,-2.166
flagstaff,1,16,-2.166
healthwise,1,16,-2.166
petite,1,16,-2.166
putting,735,1087,-2.166
sherrie,1,16,-2.166
rang,59,122,-2.162
daycares,0,13,-2.160
ellis,0,13,-2.160
heal-,0,13,-2.160
kindergarteners,0,13,-2.160
lavender,0,13,-2.160
refunders,0,13,-2.160
susie,0,13,-2.160
storms,39,89,-2.158
homemade,18,52,-2.155
cutest,6,28,-2.153
infection,53,112,-2.151
daughters,143,251,-2.149
non-profit,3,21,-2.149
tupperware,3,21,-2.149
candles,17,50,-2.147
desserts,17,50,-2.147
thankful,50,107,-2.147
approve,38,87,-2.144
print,75,147,-2.144
duty,84,161,-2.141
devastated,16,48,-2.140
p._i._n.,70,139,-2.140
raccoons,7,30,-2.140
shame,243,397,-2.137
geez,52,110,-2.135
sunday,301,480,-2.134
waitresses,34,80,-2.134
charlotte,67,134,-2.131
gained,57,118,-2.131
treasure,8,32,-2.131
wished,37,85,-2.129
teens,46,100,-2.128
charity,54,113,-2.125
rain,461,705,-2.123
handwriting,12,40,-2.122
sakes,10,36,-2.122
talker,10,36,-2.122
pigs,33,78,-2.120
pay,3574,4878,-2.118
soaps,4,23,-2.118
pneumonia,25,64,-2.116
beagle,20,55,-2.115
panicked,36,83,-2.115
stuffed,39,88,-2.112
traveling,232,380,-2.111
felicia,2,18,-2.110
im,2,18,-2.110
watchers,19,53,-2.106
came,2858,3929,-2.104
dah,24,62,-2.104
swimming,281,450,-2.103
attention,807,1181,-2.102
ear,86,163,-2.102
sitting,1048,1509,-2.101
protective,35,81,-2.100
knit,38,86,-2.097
cookie,18,51,-2.096
kristen,5,25,-2.095
prayed,5,25,-2.095
stepdaughter,5,25,-2.095
ballet,23,60,-2.092
foods,207,343,-2.092
still,8140,10861,-2.088
francine,1,15,-2.083
hibernate,1,15,-2.083
hysterectomy,1,15,-2.083
impair,1,15,-2.083
katrina,1,15,-2.083
scarf,1,15,-2.083
sheeting,1,15,-2.083
vicki,1,15,-2.083
counselling,22,58,-2.080
newsletter,16,47,-2.080
updates,16,47,-2.080
horrid,6,27,-2.079
hotmail,6,27,-2.079
lacy,6,27,-2.079
badges,0,12,-2.075
childbirth,0,12,-2.075
discuss,310,490,-2.075
leanne,0,12,-2.075
potholder,0,12,-2.075
reba,0,12,-2.075
stamping,0,12,-2.075
egg,48,102,-2.072
poured,3,20,-2.069
spoilt,21,56,-2.069
sweaters,3,20,-2.069
lori,7,29,-2.067
toni,7,29,-2.067
guidelines,42,92,-2.066
collecting,58,118,-2.065
affected,576,861,-2.062
dee,13,41,-2.061
darn,65,129,-2.059
witchcraft,20,54,-2.058
carnival,12,39,-2.057
lays,9,33,-2.056
builder,11,37,-2.055
rainy,96,177,-2.054
solitaire,96,177,-2.054
nights,182,305,-2.052
poor,583,870,-2.052
register,52,108,-2.050
brave,28,68,-2.049
dolls,24,61,-2.049
smells,38,85,-2.049
attached,112,201,-2.044
reports,126,222,-2.043
volunteer,116,207,-2.043
heartbreaking,4,22,-2.039
keyboarding,4,22,-2.039
newsletters,4,22,-2.039
surgery,149,256,-2.038
ads,179,300,-2.036
friendships,111,199,-2.029
ceramics,2,17,-2.027
littler,2,17,-2.027
netscape,2,17,-2.027
redding,2,17,-2.027
scrapbook,2,17,-2.027
dare,45,96,-2.023
wisconsin,257,412,-2.021
works,1279,1814,-2.021
audrey,5,24,-2.018
colleen,5,24,-2.018
demi,5,24,-2.018
diary,5,24,-2.018
excess,36,81,-2.018
horrified,5,24,-2.018
maureen,5,24,-2.018
toy,67,131,-2.014
at,29863,39001,-2.013
saving,89,165,-2.010
upsets,15,44,-2.010
cleaning,149,255,-2.009
therapist,25,62,-2.007
swap,6,26,-2.003
great,4627,6246,-2.002
lesson,73,140,-1.999
treat,283,448,-1.998
cherie,1,14,-1.996
crayons,1,14,-1.996
dana,13,40,-1.996
dunkin,1,14,-1.996
eater,28,67,-1.996
ex-boyfriend,1,14,-1.996
fabrics,1,14,-1.996
gillette,1,14,-1.996
janine,1,14,-1.996
mitzvah,1,14,-1.996
petsmart,1,14,-1.996
rearrange,1,14,-1.996
sprinkler,1,14,-1.996
unattended,1,14,-1.996
vulgarity,13,40,-1.996
yells,1,14,-1.996
comprehend,24,60,-1.994
dancers,7,28,-1.993
gory,7,28,-1.993
lacey,7,28,-1.993
ladies,88,163,-1.993
toledo,7,28,-1.993
nursery,12,38,-1.990
puff,12,38,-1.990
leftovers,19,51,-1.988
barbies,0,11,-1.987
bev,0,11,-1.987
chronic,11,36,-1.987
cilantro,0,11,-1.987
courageous,0,11,-1.987
daphne,0,11,-1.987
darlene,0,11,-1.987
handsome,8,30,-1.987
helena,0,11,-1.987
innuendoes,0,11,-1.987
moorhead,0,11,-1.987
moreso,0,11,-1.987
ocala,0,11,-1.987
pigmy,0,11,-1.987
reread,0,11,-1.987
salsa,8,30,-1.987
sept-,0,11,-1.987
seuss,0,11,-1.987
subscribing,0,11,-1.987
tweezers,8,30,-1.987
amazon,34,77,-1.986
cob,3,19,-1.986
maternity,3,19,-1.986
zora,3,19,-1.986
aggravating,9,32,-1.985
amazes,37,82,-1.985
birth,98,178,-1.985
doggie,9,32,-1.985
underwear,9,32,-1.985
anna,48,100,-1.983
louisville,23,58,-1.980
painting,65,127,-1.980
barbara,85,158,-1.979
woman,853,1234,-1.972
emergency,93,170,-1.971
spirit,69,133,-1.970
laugh,573,851,-1.969
usually,3236,4410,-1.968
stacey,22,56,-1.966
affects,294,462,-1.963
walked,249,398,-1.962
candice,4,21,-1.958
des,4,21,-1.958
jodie,4,21,-1.958
oclock,4,21,-1.958
palace,4,21,-1.958
morals,75,142,-1.957
spouse,75,142,-1.957
fenced,16,45,-1.955
sheets,16,45,-1.955
sleep,499,748,-1.955
maria,21,54,-1.953
lived,1916,2659,-1.949
mandatory,46,96,-1.949
picking,211,343,-1.949
beans,81,151,-1.948
christian,303,474,-1.948
encouraging,28,66,-1.943
babysat,2,16,-1.940
kin,2,16,-1.940
montessori,2,16,-1.940
stumped,2,16,-1.940
tonya,2,16,-1.940
carpet,40,86,-1.939
berries,5,23,-1.938
maple,5,23,-1.938
towels,5,23,-1.938
chosen,78,146,-1.934
bothered,117,205,-1.933
fat,354,545,-1.933
fifteen,1922,2665,-1.931
nope,140,239,-1.930
magnet,13,39,-1.929
retaliate,13,39,-1.929
librarian,27,64,-1.927
smoker,335,518,-1.926
goats,6,25,-1.925
leigh,6,25,-1.925
dessert,57,113,-1.923
gal,23,57,-1.923
patches,23,57,-1.923
been,15827,20811,-1.922
bored,209,339,-1.921
clean,528,786,-1.921
traveled,147,249,-1.921
expecting,143,243,-1.918
facial,7,27,-1.917
gung,11,35,-1.917
pillow,11,35,-1.917
prayers,7,27,-1.917
toddlers,7,27,-1.917
wand,7,27,-1.917
letters,102,182,-1.916
proud,106,188,-1.915
eggs,79,147,-1.914
froze,10,33,-1.914
furniture,79,147,-1.914
spooky,10,33,-1.914
bunnies,8,29,-1.913
faces,54,108,-1.913
abusive,26,62,-1.912
chiefs,9,31,-1.912
dieting,9,31,-1.912
graders,26,62,-1.912
jeans,26,62,-1.912
purses,9,31,-1.912
collect,135,231,-1.911
instead,1082,1539,-1.911
knows,1149,1629,-1.909
mmm,22,55,-1.909
breathing,85,156,-1.907
fee,56,111,-1.906
in-law,1,13,-1.905
katy,1,13,-1.905
kiki,1,13,-1.905
mascot,1,13,-1.905
miriam,1,13,-1.905
napping,1,13,-1.905
p._o._w.,1,13,-1.905
shy,63,122,-1.905
sonia,1,13,-1.905
separate,213,344,-1.903
hiding,91,165,-1.902
pre,91,165,-1.902
report,227,364,-1.902
canvas,3,18,-1.901
dau-,3,18,-1.901
dependable,3,18,-1.901
psychiatric,3,18,-1.901
thighs,3,18,-1.901
wipes,3,18,-1.901
catholic,211,341,-1.900
showing,277,435,-1.899
signed,628,922,-1.899
save,404,613,-1.898
taco,43,90,-1.897
understand,3017,4111,-1.896
not,48413,62868,-1.895
after-school,0,10,-1.894
beanie,0,10,-1.894
danville,0,10,-1.894
darts,0,10,-1.894
dubuque,0,10,-1.894
glitter,0,10,-1.894
griping,0,10,-1.894
guardianship,0,10,-1.894
jeanie,0,10,-1.894
kat,0,10,-1.894
kindergartener,0,10,-1.894
morgantown,0,10,-1.894
motorhome,0,10,-1.894
ria,0,10,-1.894
seymour,0,10,-1.894
spay,0,10,-1.894
stitching,0,10,-1.894
tomboy,0,10,-1.894
withdrawals,0,10,-1.894
womb,0,10,-1.894
xrays,0,10,-1.894
yolanda,0,10,-1.894
risque,16,44,-1.892
alone,509,758,-1.891
favorites,71,134,-1.888
understood,156,261,-1.888
front,874,1256,-1.887
grows,45,93,-1.886
murdered,31,70,-1.886
chose,152,255,-1.883
freezer,20,51,-1.880
horse,161,268,-1.879
toilet,42,88,-1.879
geared,59,115,-1.875
babysitting,39,83,-1.874
brooke,4,20,-1.874
genealogy,4,20,-1.874
hotline,4,20,-1.874
inconvenienced,4,20,-1.874
p._o._w.s,4,20,-1.874
twang,4,20,-1.874
we'd,627,919,-1.874
widowed,4,20,-1.874
events,533,790,-1.873
needles,19,49,-1.867
prepared,214,344,-1.867
testify,19,49,-1.867
iowa,189,308,-1.865
grey,56,110,-1.863
deployed,13,38,-1.862
grandsons,13,38,-1.862
irritates,13,38,-1.862
puzzle,13,38,-1.862
spouses,13,38,-1.862
glasses,46,94,-1.858
auctions,5,22,-1.856
backward,5,22,-1.856
conscience,26,61,-1.856
demonstrating,5,22,-1.856
nails,38,81,-1.856
prejudiced,26,61,-1.856
misses,12,36,-1.854
taller,12,36,-1.854
wheat,12,36,-1.854
carbohydrates,18,47,-1.853
akita,2,15,-1.849
apologized,2,15,-1.849
breastfeeding,2,15,-1.849
c._j.,2,15,-1.849
carols,2,15,-1.849
doreen,2,15,-1.849
doris,2,15,-1.849
frighten,2,15,-1.849
jody,2,15,-1.849
sheltie,2,15,-1.849
upright,2,15,-1.849
beeped,6,24,-1.845
shock,175,287,-1.844
pills,75,139,-1.843
chil-,10,32,-1.841
fattening,10,32,-1.841
mysteries,10,32,-1.841
passes,50,100,-1.841
blankets,7,26,-1.839
bosnia,7,26,-1.839
evacuate,7,26,-1.839
petrified,7,26,-1.839
send,927,1324,-1.839
nighttime,9,30,-1.838
hollering,8,28,-1.837
invincible,8,28,-1.837
awake,34,74,-1.834
today,2796,3811,-1.834
carrying,101,178,-1.831
july,270,422,-1.830
meal,484,720,-1.830
brothers,437,655,-1.828
meaningful,16,43,-1.827
full,839,1204,-1.826
october,124,212,-1.826
traditions,39,82,-1.825
cheesecake,24,57,-1.824
skate,49,98,-1.822
touching,36,77,-1.819
improvement,33,72,-1.816
cough,58,112,-1.815
trusting,30,67,-1.815
abby,3,17,-1.812
blasted,3,17,-1.812
cassandra,3,17,-1.812
clams,3,17,-1.812
contemplating,3,17,-1.812
gardener,3,17,-1.812
hypnosis,3,17,-1.812
i.,304,469,-1.812
lindsay,3,17,-1.812
must've,46,93,-1.812
spas,3,17,-1.812
bernice,1,12,-1.810
cara,1,12,-1.810
delores,1,12,-1.810
delphi,1,12,-1.810
gymnast,1,12,-1.810
hannah,1,12,-1.810
insurances,1,12,-1.810
jenna,1,12,-1.810
kristy,1,12,-1.810
malaria,1,12,-1.810
rugrats,1,12,-1.810
sassy,1,12,-1.810
silliest,1,12,-1.810
tori,1,12,-1.810
helping,355,540,-1.806
previews,38,80,-1.806
mosquitoes,19,48,-1.805
salem,19,48,-1.805
powerpoint,14,39,-1.804
answering,77,141,-1.803
oops,32,70,-1.798
tv,85,153,-1.798
aol,0,9,-1.797
biggies,0,9,-1.797
bookcases,0,9,-1.797
candace,0,9,-1.797
carpel,0,9,-1.797
corrine,0,9,-1.797
creamy,0,9,-1.797
eczema,0,9,-1.797
frise,0,9,-1.797
godmother,0,9,-1.797
janette,0,9,-1.797
jeeves,0,9,-1.797
lena,0,9,-1.797
mischievous,0,9,-1.797
nadine,0,9,-1.797
neuter,0,9,-1.797
newlyweds,0,9,-1.797
nora,0,9,-1.797
o._b.,0,9,-1.797
percival,0,9,-1.797
pregnancies,0,9,-1.797
puyallup,0,9,-1.797
reprimanded,0,9,-1.797
ricotta,0,9,-1.797
s._s._i.,0,9,-1.797
sanitizers,0,9,-1.797
st.,0,9,-1.797
tamales,0,9,-1.797
tricia,0,9,-1.797
twix,0,9,-1.797
waitressed,0,9,-1.797
widows,0,9,-1.797
wiggles,0,9,-1.797
yi,0,9,-1.797
household,99,174,-1.796
wrote,161,265,-1.795
christmases,4,19,-1.787
loretta,4,19,-1.787
makeover,4,19,-1.787
tara,4,19,-1.787
crawling,12,35,-1.783
rib,12,35,-1.783
scarier,12,35,-1.783
saved,96,169,-1.779
lessons,92,163,-1.778
closed,237,373,-1.776
peppers,17,44,-1.776
boo,11,33,-1.775
tacos,11,33,-1.775
meetings,44,89,-1.774
hillary,5,21,-1.772
maui,5,21,-1.772
moines,5,21,-1.772
roseanne,5,21,-1.772
valentines,5,21,-1.772
trees,172,280,-1.771
lately,472,700,-1.770
a._a.,10,31,-1.768
barbecues,10,31,-1.768
nieces,75,137,-1.766
shakespeare,24,56,-1.766
tornados,24,56,-1.766
shirts,53,103,-1.764
arrangement,6,23,-1.763
brownies,6,23,-1.763
dominoes,6,23,-1.763
friendlier,6,23,-1.763
patience,79,143,-1.763
regina,6,23,-1.763
camper,9,29,-1.762
learns,9,29,-1.762
libraries,81,146,-1.762
stretches,9,29,-1.762
tone,97,170,-1.761
drive,939,1334,-1.760
alicia,7,25,-1.759
commandments,8,27,-1.759
dreary,8,27,-1.759
goodies,7,25,-1.759
pastas,8,27,-1.759
squares,7,25,-1.759
victoria,7,25,-1.759
victorian,8,27,-1.759
adopt,48,95,-1.758
dancer,20,49,-1.758
savannah,20,49,-1.758
commitment,144,239,-1.757
alexandra,2,14,-1.755
awfully,43,87,-1.755
coyote,2,14,-1.755
diarrhea,2,14,-1.755
dusting,2,14,-1.755
embezzling,2,14,-1.755
grapevine,2,14,-1.755
icky,2,14,-1.755
quilting,2,14,-1.755
synagogue,2,14,-1.755
september,1071,1511,-1.754
lot,24207,31592,-1.753
qualifications,35,74,-1.750
amish,15,40,-1.748
pink,23,54,-1.748
basket,45,90,-1.746
reception,32,69,-1.745
cuss,19,47,-1.742
planting,19,47,-1.742
raising,224,353,-1.738
savings,65,121,-1.738
filed,14,38,-1.735
mould,14,38,-1.735
playground,14,38,-1.735
pin,157,257,-1.732
online,805,1151,-1.731
operas,34,72,-1.731
poke,22,52,-1.731
seventeen,276,426,-1.731
feelings,296,454,-1.730
sorry,2441,3329,-1.729
malls,44,88,-1.727
beginning,571,833,-1.726
valerie,18,45,-1.726
appointment,25,57,-1.725
discussing,93,163,-1.725
printed,28,62,-1.724
must,1390,1935,-1.723
arlene,3,16,-1.719
charlene,3,16,-1.719
cuddly,3,16,-1.719
innuendo,3,16,-1.719
insomnia,3,16,-1.719
pickles,3,16,-1.719
pudding,3,16,-1.719
putt,3,16,-1.719
romeo,3,16,-1.719
touristy,3,16,-1.719
faith,145,239,-1.714
calls,1002,1415,-1.713
clicking,21,50,-1.713
gate,70,128,-1.712
person,5664,7552,-1.712
angry,177,285,-1.711
purposely,17,43,-1.711
audible,1,11,-1.710
bathed,1,11,-1.710
bores,1,11,-1.710
checkbook,1,11,-1.710
deanna,1,11,-1.710
descriptions,1,11,-1.710
dolittle,1,11,-1.710
hannukah,1,11,-1.710
hefty,1,11,-1.710
income,316,481,-1.710
kirsten,1,11,-1.710
laryngitis,1,11,-1.710
leeann,1,11,-1.710
meows,1,11,-1.710
mouthful,1,11,-1.710
occupational,1,11,-1.710
pajamas,1,11,-1.710
pastors,1,11,-1.710
posh,1,11,-1.710
recumbent,1,11,-1.710
recycled,1,11,-1.710
salami,1,11,-1.710
wick,1,11,-1.710
winery,1,11,-1.710
supplies,74,134,-1.709
log,43,86,-1.707
patio,30,65,-1.707
georgia,423,629,-1.706
projects,82,146,-1.706
rides,38,78,-1.706
serving,50,97,-1.705
adrienne,4,18,-1.697
biography,4,18,-1.697
chitchat,4,18,-1.697
crackers,4,18,-1.697
danced,4,18,-1.697
natured,4,18,-1.697
pea,4,18,-1.697
happy,1248,1743,-1.696
administrative,16,41,-1.695
beside,54,103,-1.695
goes,2696,3661,-1.695
aleisha,0,8,-1.694
anemia,0,8,-1.694
aprons,0,8,-1.694
baya,0,8,-1.694
biblically,0,8,-1.694
bonaparte,0,8,-1.694
botanical,0,8,-1.694
broadening,0,8,-1.694
brochure,0,8,-1.694
cereals,0,8,-1.694
chewable,0,8,-1.694
christa,0,8,-1.694
chucky,0,8,-1.694
cruddy,0,8,-1.694
cupboard,0,8,-1.694
cutie,0,8,-1.694
disparaging,0,8,-1.694
diver,0,8,-1.694
elle,0,8,-1.694
faye,0,8,-1.694
fowl,0,8,-1.694
friendliest,0,8,-1.694
frogger,0,8,-1.694
houseful,0,8,-1.694
jeter,0,8,-1.694
luanne,0,8,-1.694
margo,0,8,-1.694
mm-mm,0,8,-1.694
morgue,0,8,-1.694
nana,0,8,-1.694
nh,0,8,-1.694
noggin,0,8,-1.694
parasites,0,8,-1.694
patsy,0,8,-1.694
pedometer,0,8,-1.694
pre-k.,0,8,-1.694
purifier,0,8,-1.694
sadder,0,8,-1.694
sharlene,0,8,-1.694
sickle,0,8,-1.694
spiritualism,0,8,-1.694
stillwater,0,8,-1.694
sweats,0,8,-1.694
tadpole,0,8,-1.694
unsolicited,0,8,-1.694
unsubscribe,0,8,-1.694
v._i._p.s,0,8,-1.694
wreaths,0,8,-1.694
401k,10,30,-1.692
cookbook,10,30,-1.692
curricular,10,30,-1.692
devastating,32,68,-1.692
flea,32,68,-1.692
plans,174,280,-1.692
pox,32,68,-1.692
personality,263,406,-1.691
stressed,71,129,-1.691
theirs,73,132,-1.690
fancy,77,138,-1.688
brandy,9,28,-1.685
died,698,1003,-1.685
discourage,9,28,-1.685
sheriff,9,28,-1.685
trivia,9,28,-1.685
battling,5,20,-1.684
coding,5,20,-1.684
coyotes,5,20,-1.684
receipt,5,20,-1.684
sara,5,20,-1.684
yesterday,844,1200,-1.682
bonding,15,39,-1.680
everytime,51,98,-1.680
h._m._o.,8,26,-1.680
poodle,51,98,-1.680
rooms,121,203,-1.680
specialist,19,46,-1.679
bold,6,22,-1.678
boutique,6,22,-1.678
dateline,6,22,-1.678
festive,6,22,-1.678
oatmeal,6,22,-1.678
resistant,6,22,-1.678
subscribed,6,22,-1.678
bringing,262,404,-1.677
cheerleader,7,24,-1.677
tall,130,216,-1.676
appreciate,285,436,-1.673
resume,31,66,-1.672
vacations,46,90,-1.672
encourage,92,160,-1.671
boards,74,133,-1.669
milk,169,272,-1.669
avid,28,61,-1.668
paranoid,80,142,-1.668
reporters,28,61,-1.668
awards,25,56,-1.667
consuming,41,82,-1.667
rom,36,74,-1.666
thats,14,37,-1.666
disconnected,33,69,-1.658
drowning,2,13,-1.656
excite,2,13,-1.656
gown,2,13,-1.656
grouchy,2,13,-1.656
kazaa,2,13,-1.656
kodak,2,13,-1.656
maryanne,2,13,-1.656
mystique,2,13,-1.656
naomi,2,13,-1.656
non-smoking,2,13,-1.656
plastered,2,13,-1.656
regent,2,13,-1.656
rheumatoid,2,13,-1.656
scrapbooks,2,13,-1.656
seasoning,2,13,-1.656
shopped,2,13,-1.656
stair,2,13,-1.656
trish,2,13,-1.656
witches,2,13,-1.656
yahtzee,2,13,-1.656
travels,52,99,-1.655
fly,687,986,-1.654
disturbed,13,35,-1.652
healthy,512,748,-1.652
robot,45,88,-1.651
frightened,27,59,-1.648
snowed,27,59,-1.648
flies,49,94,-1.639
bathrooms,12,33,-1.638
excessively,42,83,-1.638
flour,12,33,-1.638
whoops,12,33,-1.638
channels,259,398,-1.636
hyper,37,75,-1.635
sound,927,1308,-1.634
breath,68,123,-1.632
apples,29,62,-1.631
member,252,388,-1.631
dressed,82,144,-1.630
degrading,23,52,-1.628
derby,26,57,-1.628
faithful,16,40,-1.628
sims,26,57,-1.628
aggravated,11,31,-1.626
ashtray,11,31,-1.626
deaf,34,70,-1.625
language,558,809,-1.624
alyssa,3,15,-1.623
amarillo,3,15,-1.623
braces,3,15,-1.623
christmastime,3,15,-1.623
mandy,3,15,-1.623
mop,3,15,-1.623
naps,3,15,-1.623
robberies,3,15,-1.623
rosemary,3,15,-1.623
scarves,3,15,-1.623
toning,3,15,-1.623
veggies,3,15,-1.623
fit,307,464,-1.615
kindness,10,29,-1.615
lynn,10,29,-1.615
delivered,36,73,-1.614
struggle,83,145,-1.612
hallway,15,38,-1.611
drag,77,136,-1.610
cussing,22,50,-1.608
weighs,25,55,-1.608
put,5373,7153,-1.607
augustine,1,10,-1.605
bends,1,10,-1.605
blurbs,1,10,-1.605
bonny,1,10,-1.605
chattanooga,9,27,-1.605
clump,1,10,-1.605
dory,1,10,-1.605
dyslexia,1,10,-1.605
embarassing,1,10,-1.605
gabby,1,10,-1.605
geraldo,1,10,-1.605
glider,1,10,-1.605
herniated,1,10,-1.605
integration,1,10,-1.605
itty,1,10,-1.605
lara,1,10,-1.605
libby,1,10,-1.605
lovey,1,10,-1.605
marvellous,1,10,-1.605
mc,1,10,-1.605
meaner,1,10,-1.605
mockingbird,1,10,-1.605
perfectionist,1,10,-1.605
put-,1,10,-1.605
rot,1,10,-1.605
sclerosis,1,10,-1.605
shells,9,27,-1.605
sirens,9,27,-1.605
skid,1,10,-1.605
stung,1,10,-1.605
woodwork,9,27,-1.605
yul,1,10,-1.605
ashville,4,17,-1.604
bridget,4,17,-1.604
cucumber,4,17,-1.604
disorders,4,17,-1.604
earrings,4,17,-1.604
in-laws,4,17,-1.604
sheds,4,17,-1.604
sitters,4,17,-1.604
agree,4023,5389,-1.602
alert,182,288,-1.599
boonies,8,25,-1.598
cards,248,381,-1.598
feathers,8,25,-1.598
notices,8,25,-1.598
paycheck,47,90,-1.598
gossip,299,452,-1.596
doo,14,36,-1.595
pinpoint,14,36,-1.595
sweetheart,14,36,-1.595
cuddle,5,19,-1.594
galveston,5,19,-1.594
huh-huh,5,19,-1.594
pancakes,5,19,-1.594
verbally,5,19,-1.594
canton,7,23,-1.593
hee,7,23,-1.593
marion,7,23,-1.593
nightmares,7,23,-1.593
wrapping,7,23,-1.593
distance,219,340,-1.591
dread,6,21,-1.591
fountain,6,21,-1.591
frugal,6,21,-1.591
helper,6,21,-1.591
leary,6,21,-1.591
weren't,990,1389,-1.590
dinners,21,48,-1.589
sees,112,187,-1.586
-pect,0,7,-1.585
albertsons,0,7,-1.585
alisa,0,7,-1.585
bambi,0,7,-1.585
basset,0,7,-1.585
bertocchi,0,7,-1.585
bestmark,0,7,-1.585
bigwigs,0,7,-1.585
birdie,0,7,-1.585
botchy,0,7,-1.585
budge,0,7,-1.585
burnings,0,7,-1.585
carina,0,7,-1.585
cheerios,0,7,-1.585
corvallis,0,7,-1.585
crested,0,7,-1.585
criminalist,0,7,-1.585
crusts,0,7,-1.585
dakario,0,7,-1.585
deanne,0,7,-1.585
dearest,0,7,-1.585
deployment,0,7,-1.585
diddy,0,7,-1.585
ditches,0,7,-1.585
dont,0,7,-1.585
empowerment,0,7,-1.585
epica,0,7,-1.585
errand,0,7,-1.585
eva,0,7,-1.585
ex-boyfriends,0,7,-1.585
f._c._a._t.,0,7,-1.585
flicked,0,7,-1.585
flurries,0,7,-1.585
gaff,0,7,-1.585
georgine,0,7,-1.585
gliders,0,7,-1.585
goodie,0,7,-1.585
helene,0,7,-1.585
hissy,0,7,-1.585
hoarse,0,7,-1.585
husb-,0,7,-1.585
ingrid,0,7,-1.585
intercom,0,7,-1.585
janelle,0,7,-1.585
kroger,0,7,-1.585
landers,0,7,-1.585
lint,0,7,-1.585
list-,0,7,-1.585
meditative,0,7,-1.585
miscarriages,0,7,-1.585
mushoo,0,7,-1.585
newfoundland,0,7,-1.585
odwalla,0,7,-1.585
olga,0,7,-1.585
osteoarthritis,0,7,-1.585
pattie,0,7,-1.585
paulsville,0,7,-1.585
peeled,0,7,-1.585
philadelphians,0,7,-1.585
plucking,0,7,-1.585
q._v._c.,0,7,-1.585
retirements,0,7,-1.585
riteaid,0,7,-1.585
s._i._m.,0,7,-1.585
s._i._m._s.,0,7,-1.585
snorkel,0,7,-1.585
subbed,0,7,-1.585
syllables,0,7,-1.585
